"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol"
"ILMN_1760201",0.565630439796337,10.2418089147271,3.68164321885985,0.000312527306722178,0.00128603627901799,-0.510303948819178,"PROM1"
